Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Working Industry,Employer Type,Job Role,Job Title,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Type of FI,Work if FI,Intended Retirement Age,Inflation/Recession Effects,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
2,Yes,United States Dollars (USD),31-35,Married,3,0,,,,For myself,Healthcare,Public corporation,Management - Middle / Lower,Director,Live with family or friends,91-100,Yes,,,Yes,,,,,,,,,1500000.0,4.0,70000,1920000.0,15000.0,70000.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Manufacturing,Public corporation,Professional (non-licensed),,Rent,61-70,No,,,,,,,,Undecided,Undecided,Undecided,No change,,,,403581.0,0.0,89393.0,89393.0,2023
1,No,Canadian Dollars (CAD),36-40,"Single, never married",,,For myself,,,,Professional & Business Services,Self-employed,Professional (licensed / certificated),"CPA, CA",Own,51-60,Yes,,,No,1111111.111111111,2,37037.03703703704,22222.22222222222,Barista / Coast FI,No,36-40,No change,740740.7407407407,,,888888.8888888889,0.0,20000.0,203703.70370370368,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Financial Services,Private corporation,Management - Middle / Lower,,Own,91-100,No,5000000.0,50,,4300000.0,3,20000.0,100000.0,ChubbyFI,Undecided,41-45,No change,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),51-55,"Single, never married",,,,,,"For an organization,For myself",Healthcare,Self-employed,Professional (licensed / certificated),physician,Own,81-90,Yes,,,Yes,,,,,,,,,2000000.0,3.5,78000,925000.0,305000.0,50400.0,0.0,2023
1,No,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Natural Resources,Private corporation,Management - Middle / Lower,,Live with family or friends,41-50,No,3000000.0,28,,5000000.0,3,150000.0,150000.0,ChubbyFI,Undecided,36-40,Increased my FI and/or RE number,,,,872500.0,33500.0,130000.0,0.0,2023
1,No,Euros (EUR),31-35,"In a relationship, but not married",1,0,For an organization,,,,Media,Private corporation,Management - Upper,Managing Director,Rent,61-70,No,1352813.8528138527,21,,1352813.8528138527,3.5,1082.2510822510822,54112.55411255411,FI,Undecided,41-45,Increased my FI and/or RE number,,,,286796.53679653676,0.0,0.0,108225.10822510823,2023
1,Yes,United States Dollars (USD),36-40,Married,3,0,For an organization,,,,Financial Services,Private corporation,Management - Middle / Lower,,Own,71-80,Yes,,,No,1750000.0,3.5,,60000.0,FI,Yes,36-40,Increased my FI and/or RE number,1500000.0,,,2185000.0,4000.0,60000.0,180000.0,2023
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Sourcing,Own,71-80,No,2000000.0,25,,2000000.0,4,15000.0,60000.0,FI,Yes,41-45,No change,,,,1070000.0,615000.0,80000.0,210000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),Senior Accountant,Own,71-80,No,2000000.0,27,,2000000.0,4,,80000.0,FI,Yes,46-50,"Increased my FI and/or RE number,Increased my planned RE date",,,,1139000.0,540000.0,124000.0,124000.0,2023
1,Yes,United States Dollars (USD),41-45,Married,2,0,,,For myself,,Education,Self-employed,Professional (licensed / certificated),Scuba Instructor,Own,51-60,Yes,,,Yes,,,,,,,,,2500000.0,2.0,72000,4484000.0,4411.0,85000.0,114000.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,,For an organization,,,,Other Services,Public agency (Government),Other (Please specify) - researcher,Research Associate,Rent,81-90,No,2500000.0,20,,2500000.0,3.5,,50000.0,Barista / Coast FI,Partially,46-50,Increased my FI and/or RE number,,,,515000.0,10000.0,188000.0,196000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Construction,Private corporation,Management - Middle / Lower,Associate Project Manager,Rent,81-90,No,1500000.0,10,,1500000.0,4,25000.0,75000.0,FI,Partially,41-45,No change,,,,150000.0,0.0,95100.0,95000.0,2023
2,Yes,United States Dollars (USD),36-40,Divorced - Remarried,3,0,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Software Engineer,Own,81-90,No,2000000.0,40.9,,3000000.0,4,32000.0,120000.0,ChubbyFI,Undecided,46-50,Increased my FI and/or RE number,,,,1699000.0,357500.0,302000.0,344000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Media,Private corporation,Skilled laborer / skilled tradesperson,Sr Data Scientist,Rent,91-100,No,2500000.0,10,,3000000.0,3.5,,0.0,FI,Undecided,46-50,No change,,,,240000.0,0.0,49700.12,155000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,,,Education,Nonprofit corporation,Professional (licensed / certificated),Teacher,Rent,141-150,No,2500000.0,15,,3000000.0,3.5,,80000.0,Undecided,No,61-65,No change,,,,328000.0,0.0,84700.0,150000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,2,0,For an organization,,,,Financial Services,Nonprofit corporation,Marketing,Director of Communications,Own,81-90,No,3500000.0,31,,100.0,3.5,,120000.0,FI,Undecided,46-50,,,,,2115000.0,0.0,386808.0,520000.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,Rent,71-80,Yes,,,No,2500000.0,3,35000.0,75000.0,Undecided,Yes,56-60,Increased my planned RE date,1000000.0,,,129000.0,8500.0,73100.0,101200.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,For an organization,,,,Financial Services,Private corporation,Administrative staff,,Rent,71-80,No,1000000.0,4,,1500000.0,4,,35000.0,FI,Partially,51-55,Increased my planned RE date,,,,40000.0,33600.0,68081.0,69000.0,2023
1,No,British Pound Sterling (GBP),26-30,"Single, never married",,,For an organization,,,,Education,Public corporation,Marketing,Marketing Manager,Live with family or friends,61-70,No,310945.27363184077,25,,9328358.208955223,3,49751.24378109453,34825.87064676617,FI,No,51-55,Increased my planned RE date,,,,78358.20895522388,0.0,26119.402985074626,46019.90049751243,2023
2,Yes,United States Dollars (USD),41-45,Married,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Data Engineer,Own,81-90,No,2000000.0,40,,2000000.0,4,20000.0,40000.0,FI,Partially,51-55,No change,,,,1090000.0,285000.0,64000.0,128000.0,2023
2,Yes,United States Dollars (USD),56-60,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,2,0,For an organization,,,,Trade,Private corporation,Administrative staff,Estimator,Own,71-80,No,1500000.0,3,,1500000.0,4,,60000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,940000.0,0.0,80000.0,141500.0,2023
2,Yes,United States Dollars (USD),56-60,Married,,,,,,"For an organization,For myself",Information Technology (incl. software engineering),Private corporation,Information technology,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,No,British Pound Sterling (GBP),31-35,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior software engineer,Own,61-70,No,995024.8756218905,25,,995024.8756218905,4,29850.746268656716,39800.99502487562,FI,Yes,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,528606.9651741293,80845.7711442786,115920.39800995024,149253.73134328358,2023
2,Yes,United States Dollars (USD),36-40,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),46-50,Married,1,0,For an organization,,,,Media,Private corporation,Management - Middle / Lower,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,2,0,For an organization,,For myself,,Engineering (NOT software),Public corporation,Professional (non-licensed),Principal Engineer,Own,81-90,No,3362000.0,14.6,,3842000.0,4,56000.0,132000.0,FI,Yes,41-45,No change,,,,881150.0,220000.0,121000.0,283000.0,2023
2,Yes,United States Dollars (USD),56-60,Married,,,,,,"For an organization,For myself",Information Technology (incl. software engineering),Private corporation,Information technology,,Rent,71-80,Yes,,,Yes,,,,,,,,,180000.0,4.0,74000,2844800.0,0.0,74000.0,80000.0,2023
2,Yes,United States Dollars (USD),26-30,Married,2,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,Own,51-60,No,1000000.0,9,,1250000.0,4,25000.0,40000.0,FI,Partially,51-55,No change,,,,385500.0,200000.0,100000.0,100000.0,2023
1,No,United States Dollars (USD),36-40,Widowed,1,0,For an organization,,,,Transportation,Public agency (Government),Professional (non-licensed),ATC,Own,61-70,No,2500000.0,62,,2000000.0,4,46500.0,100000.0,Undecided,Yes,46-50,No change,,,,1105000.0,498000.0,201600.0,201600.0,2023
1,Yes,United States Dollars (USD),41-45,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software Architect,Own,61-70,No,2100000.0,93,,2100000.0,3.5,100000.0,70000.0,FI,Yes,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,2269000.0,139000.0,256500.0,260000.0,2023
2,Yes,United States Dollars (USD),26-30,Married,1,2,For an organization,,,,Engineering (NOT software),Public corporation,Other (Please specify) - Project Engineer,Electrical Engineer III,Own,61-70,No,1850000.0,13,,2000000.0,3.25,12000.0,80000.0,Barista / Coast FI,Partially,41-45,Increased my planned RE date,,,,611900.0,228000.0,102680.0,103557.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Other (Please specify) - Supply Chain,Supply Chain Analyst,Rent,61-70,No,1000000.0,45,,2000000.0,3.5,60000.0,400000.0,FI,No,46-50,Increased my FI and/or RE number,,,,450000.0,0.0,0.0,140000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Manufacturing,Public corporation,Skilled laborer / skilled tradesperson,CNC Programmer,Own,71-80,No,1350000.0,60,,1350000.0,3.5,10000.0,40000.0,FI,Undecided,41-45,No change,,,,1111500.0,0.0,40000.0,143000.0,2023
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,For an organization,,,,Energy,Public corporation,Professional (non-licensed),Engineer III,Own,61-70,No,1800000.0,46,,1900000.0,3.333,40000.0,61000.0,FI,Yes,41-45,Increased my FI and/or RE number,,,,1223038.0,12367.0,196863.0,196863.0,2023
2,Yes,United States Dollars (USD),41-45,Married,,,For an organization,,,,Education,Nonprofit corporation,Information technology,IT Director,Own,71-80,No,3500000.0,27,,3500000.0,4,70000.0,125000.0,FI,Partially,56-60,Increased my FI and/or RE number,,,,1800000.0,259000.0,244000.0,244000.0,2023
2,Yes,United States Dollars (USD),46-50,Married,2,0,"For an organization,For myself",,,,Professional & Business Services,Private corporation,Professional (licensed / certificated),Managing Partner,Own,61-70,No,5000000.0,55,,100.0,4,75000.0,225000.0,ChubbyFI,Yes,51-55,Increased my FI and/or RE number,,,,3985000.0,290000.0,255000.0,669000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software QA Engineer,Own,71-80,No,2500000.0,20,,3000000.0,3.5,,100000.0,ChubbyFI,Undecided,56-60,No change,,,,980000.0,366000.0,220000.0,220000.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,IT Manager,Own,71-80,No,2100000.0,20,,2100000.0,3.5,10000.0,70000.0,FI,Yes,51-55,No change,,,,656000.0,90000.0,102700.0,105000.0,2023
1,Yes,United States Dollars (USD),31-35,Married,1,2,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Structural Engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,Education,Nonprofit corporation,Other (Please specify) - Teacher,Teacher,Own,51-60,No,1000000.0,7,,1300000.0,3,,40000.0,LeanFI,Undecided,51-55,No change,,,,302208.0,188310.0,61815.0,61852.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Program Manager,Own,51-60,Yes,,,No,2000000.0,3.25,,65000.0,Barista / Coast FI,Undecided,36-40,"Increased my FI and/or RE number,Increased my planned RE date",1750000.0,,,2403143.0,215607.0,235000.0,235000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,0,For an organization,,,,"Agriculture, Forestry, Fishing",Private corporation,Other (Please specify) - R&D,Research Scientist,Own,71-80,No,2000000.0,25,,2500000.0,3.5,,80000.0,FI,Yes,46-50,Increased my FI and/or RE number,,,,1039800.0,453260.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Software Engineer,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,Divorced,,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Own,71-80,No,2500000.0,54,,2500000.0,3.8,36000.0,110000.0,ChubbyFI,Yes,41-45,No change,,,,2325000.0,474000.0,290000.0,290000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Engineering (NOT software),Public corporation,Professional (licensed / certificated),engineer,Rent,81-90,No,2900000.0,60,,3300000.0,3.25,27000.0,100000.0,ChubbyFI,Yes,46-50,No change,,,,1560000.0,100000.0,80000.0,430000.0,2023
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Engineering (NOT software),Private corporation,Management - Middle / Lower,Production Engineer,Own,61-70,No,2000000.0,25,,1500000.0,4,50000.0,80000.0,FI,Undecided,41-45,Increased my FI and/or RE number,,,,1590000.0,688000.0,0.0,159000.0,2023
2,No,Canadian Dollars (CAD),36-40,Married,,,For an organization,,,,Public Administration (Civilian Government),Public agency (Government),Professional (non-licensed),Project Manager,Own,61-70,No,1296296.2962962962,50,,1296296.2962962962,4,10370.37037037037,51851.85185185185,FI,Partially,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,944444.4444444444,0.0,166666.66666666666,166666.66666666666,2023
2,Yes,United States Dollars (USD),26-30,Married,,1,For an organization,,,,Financial Services,Private corporation,Information technology,engineer,Own,81-90,No,35000000.0,20,,5000000.0,3.5,60000.0,100000.0,FI,No,51-55,Increased my FI and/or RE number,,,,1550000.0,170000.0,238700.0,240000.0,2023
2,Yes,United States Dollars (USD),21-25,Married,,5,For myself,,,,Real Estate,Private corporation,Management - Middle / Lower,Project Manager / Controller,Rent,91-100,No,300000.0,6.9,,3000000.0,4,3000.0,120000.0,ChubbyFI,Yes,61-65,Increased my FI and/or RE number,,,,190000.0,1200.0,166574.0,140000.0,2023
1,Yes,United States Dollars (USD),31-35,Married,2,1,For an organization,,,,Manufacturing,Public corporation,Other (Please specify) - Accounting,Controller,Own,81-90,No,3000000.0,21,,10000000.0,4,250000.0,200000.0,ChubbyFI,Undecided,51-55,No change,,,,1305554.0,450896.0,259676.0,259676.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,Own,81-90,No,3000000.0,92,,5000000.0,4,35000.0,120000.0,FI,Undecided,46-50,No change,,,,3194000.0,530000.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),26-30,Married,,,For an organization,,,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Mechanical Engineer,Own,61-70,No,4000000.0,22,,4000000.0,3.5,50000.0,50000.0,FI,Undecided,41-45,No change,,,,1357000.0,315000.0,224300.0,230400.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,,,Professional & Business Services,Public corporation,Marketing,Marketing Manager,Own,71-80,No,3200000.0,34.3,,3200000.0,3.75,72000.0,120000.0,FI,Yes,46-50,No change,,,,1783166.0,341000.0,225133.0,319000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Principal Software Engineer,Own,71-80,Yes,,,No,3000000.0,3,400.0,70000.0,FI,No,41-45,Increased my FI and/or RE number,2000000.0,,,2279692.0,91000.0,60000.0,565000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Public Administration (Civilian Government),Public agency (Government),Administrative staff,-,Rent,81-90,No,2000000.0,4,,2000000.0,4,120000.0,80000.0,FI,Yes,51-55,No change,,,,74900.0,0.0,42000.0,85000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Nonprofit corporation,Professional (non-licensed),Senior Data Scientist,Rent,81-90,No,1700000.0,28,,1700000.0,4,,67500.0,FI,Yes,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,475415.0,1095.0,136797.0,136797.0,2023
2,Yes,United States Dollars (USD),26-30,Married,1,,For an organization,,,,Financial Services,Public corporation,,,Rent,91-100,No,2500000.0,50,,2500000.0,2,,52000.0,FI,Undecided,31-35,Increased my FI and/or RE number,,,,1770000.0,208000.0,52000.0,7660.0,2023
1,Yes,United States Dollars (USD),31-35,Married,1,2,For an organization,,,,Energy,Private corporation,Consultant,,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,Divorced,,1,For an organization,,,,Financial Services,Nonprofit corporation,Management - Upper,CFO,Own,61-70,No,1000000.0,72,,2000000.0,3.5,150000.0,200000.0,ChubbyFI,Undecided,41-45,No change,,,,1626000.0,583000.0,63000.0,215000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Construction,Private corporation,Professional (non-licensed),,Rent,71-80,No,1500000.0,33,,2500000.0,3,60000.0,60000.0,Barista / Coast FI,Partially,41-45,No change,,,,452000.0,0.0,140500.0,140500.0,2023
1,Yes,United States Dollars (USD),41-45,Married,2,0,For an organization,,,,Retail,Private corporation,Management - Middle / Lower,Floor Supervisor,Own,71-80,No,500000.0,30,,500000.0,4,,30000.0,FI,Yes,51-55,No change,,,,281000.0,250.0,21900.0,37800.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,1,For an organization,,,,Other Services,Public corporation,Management - Middle / Lower,Director,Own,61-70,No,1500000.0,29,,1500000.0,3.5,3000.0,50000.0,FI,Partially,46-50,No change,,,,865000.0,173000.0,222000.0,222000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,Own,71-80,Yes,,,No,2500000.0,3.5,,65000.0,ChubbyFI,Partially,36-40,No change,1200000.0,,,1740000.0,300000.0,210300.0,370000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,1,For an organization,,,,Utilities,Public corporation,Professional (licensed / certificated),Principal Engineer,Own,81-90,No,2500000.0,20,,2500000.0,3.5,50000.0,100000.0,FI,Undecided,56-60,Increased my FI and/or RE number,,,,1270000.0,220000.0,118650.0,245000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Developer,Live with family or friends,81-90,No,1500000.0,10,,2000000.0,3,,80000.0,Undecided,Undecided,Undecided,No change,,,,196850.0,0.0,160900.0,160900.0,2023
2,Yes,United States Dollars (USD),26-30,Married,1,2,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,,Own,71-80,No,2000000.0,60,,2000000.0,3,,60000.0,FI,Yes,31-35,No change,,,,1810000.0,375000.0,96000.0,500000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Chief Physicist,Own,71-80,No,3500000.0,23,,3500000.0,3.5,,120000.0,FI,Undecided,56-60,Increased my FI and/or RE number,,,,1325000.0,114000.0,360000.0,380000.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,For myself,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,Rent,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),36-40,Married,2,0,For an organization,,,,Transportation,Public agency (Government),Professional (licensed / certificated),Air Traffic Controller,Own,61-70,No,1500000.0,25,,3000000.0,3,,120000.0,ChubbyFI,Undecided,51-55,"Increased my FI and/or RE number,Increased my planned RE date",,,,985000.0,330000.0,90000.0,17000.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Financial Services,Public corporation,Information technology,Senior Staff Software Engineer,Own,81-90,No,1300000.0,60,,1500000.0,3.5,18000.0,55000.0,FI,Yes,41-45,No change,,,,1044848.0,153500.0,197912.0,193846.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Machine Learning Engineer,Rent,81-90,Yes,,,No,3750000.0,2,37000.0,60000.0,ChubbyFI,Undecided,36-40,No change,1250000.0,,,2570000.0,0.0,48000.0,600000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,,For an organization,,,,"Arts, Entertainment, Recreation",Private corporation,Professional (licensed / certificated),,Own,61-70,No,3000000.0,36,,3000000.0,3.5,120000.0,105000.0,FI,Yes,41-45,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),41-45,Married,2,0,For an organization,,,,Manufacturing,Public corporation,Management - Middle / Lower,Manager,Own,71-80,No,2900000.0,38,,3000000.0,3.5,190000.0,105000.0,FatFI,No,51-55,Increased my FI and/or RE number,,,,2081200.0,572500.0,135600.0,140000.0,2023
2,Yes,United States Dollars (USD),36-40,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Consultant,Analyst,Own,71-80,Yes,,,No,3000000.0,2,,60000.0,FI,Yes,41-45,"Increased my FI and/or RE number,Increased my planned RE date",1500000.0,,,2680000.0,0.0,259500.0,301000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Professional & Business Services,Nonprofit corporation,Professional (licensed / certificated),,Rent,91-100,No,1800000.0,11,,1800000.0,3,36000.0,,LeanFI,Partially,56-60,,,,,199025.0,0.0,94869.0,99729.0,2023
1,Yes,United States Dollars (USD),56-60,"Divorced - In a relationship, but not married",3,0,For an organization,For an organization,For myself,,Education,Nonprofit corporation,Professional (licensed / certificated),Professor,Own,71-80,Yes,,,No,3000000.0,3,150000.0,70000.0,FI,No,56-60,Increased my FI and/or RE number,1500000.0,,,2610000.0,170000.0,60000.0,285000.0,2023
2,No,Canadian Dollars (CAD),36-40,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),31-35,Married,,2,For an organization,,,,Engineering (NOT software),Private corporation,Professional (non-licensed),Mechanical Engineer,Own,71-80,No,1800000.0,28,,3000000.0,3.3,25000.0,100000.0,Barista / Coast FI,Partially,46-50,No change,,,,850000.0,315000.0,0.0,0.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,Risk Analyst,Rent,81-90,No,1300000.0,31,,2000000.0,4,30000.0,110000.0,FI,Yes,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,404000.0,21500.0,90886.0,126800.0,2023
1,Yes,United States Dollars (USD),26-30,Married,2,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Information technology,,Own,51-60,No,1000000.0,14,,1000000.0,4,,40000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,490000.0,250000.0,29000.0,80000.0,2023
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,For an organization,,,,Healthcare,Private corporation,Professional (licensed / certificated),Veterinarian,Rent,91-100,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),41-45,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Management - Middle / Lower,,Own,91-100,No,2500000.0,80,,2500000.0,4,,,ChubbyFI,Yes,46-50,"Increased my FI and/or RE number,Increased my planned RE date",,,,0.0,0.0,0.0,0.0,2023
2,No,Euros (EUR),31-35,"In a relationship, but not married",,2,For an organization,,,,Military,Public agency (Government),Administrative staff,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
1,No,United States Dollars (USD),26-30,"In a relationship, but not married",,,For an organization,,,,Information Technology (incl. software engineering),Private corporation,,,Rent,71-80,No,,,,,3,,,FI,Undecided,Undecided,,,,,929000.0,0.0,60000.0,312000.0,2023
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,For an organization,,,,Engineering (NOT software),Public agency (Government),Other (Please specify) - Research & Development,R&D Mechanical Engineer,Own,61-70,No,3000000.0,13.5,,3000000.0,3.5,,100000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,970050.0,193000.0,147500.0,156000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,For an organization,For myself,,,Healthcare,Private corporation,Professional (non-licensed),Budget Manager,Own,71-80,No,1000000.0,90,,1500000.0,4,50000.0,80000.0,FI,Partially,36-40,No change,,,,1581000.0,729000.0,90000.0,240000.0,2023
2,Yes,United States Dollars (USD),31-35,Married,1,1,For an organization,,,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Engineering Manager,Own,71-80,No,3000000.0,29,,5000000.0,5,40000.0,40000.0,ChubbyFI,No,46-50,No change,,,,1186972.0,276804.0,286000.0,286000.0,2023
2,Yes,United States Dollars (USD),46-50,Married,,,For an organization,,,,Financial Services,Public corporation,Information technology,Vice President,Rent,81-90,Yes,,,No,2700000.0,3.33,,90000.0,FI,Undecided,46-50,No change,2700000.0,,,2647000.0,0.0,330000.0,330000.0,2023
2,No,Canadian Dollars (CAD),46-50,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Management - Upper,Director of Development,Own,71-80,No,1111111.111111111,80,,1111111.111111111,4,11111.11111111111,40740.74074074074,Barista / Coast FI,Partially,46-50,Increased my FI and/or RE number,,,,1234283.7037037036,0.0,0.0,0.0,2023
2,Yes,United States Dollars (USD),36-40,Married,1,0,For an organization,,,,Information Technology (incl. software engineering),Private corporation,Marketing,Product Marketing,Own,71-80,No,2500000.0,,,,4,,100000.0,Barista / Coast FI,Partially,51-55,No change,,,,1200000.0,400000.0,179200.0,189000.0,2023
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Software Engineer,Rent,81-90,No,900000.0,39,,1300000.0,4,30000.0,40000.0,FI,Partially,36-40,Increased my FI and/or RE number,,,,512100.0,13000.0,210784.0,210784.0,2023
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,For an organization,,,,Information Technology (incl. software engineering),Public corporation,Consultant,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2023
