Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Working Industry,Employer Type,Job Role,Job Title,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Work if FI,Intended Retirement Age,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
2,Yes,United States Dollars (USD),21-25,Married,,2,"Agriculture, Forestry, Fishing",Private corporation,Sales,Agronomic sales consultant,For an organization,,,,Own,81-90,No,2000000.0,10,,2000000.0,3.5,200000.0,150000.0,Partially,41-45,,,,636000.0,262000.0,153000.0,160000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Other Services,Public agency (Government),Skilled laborer / skilled tradesperson,Merchant mariner,For an organization,,,,Provided by employer or school (includes military),51-60,No,850000.0,34,,900000.0,3.5,12000.0,25000.0,Yes,31-35,,,,285000.0,0.0,82000.0,82000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Financial Services,Public corporation,Professional (non-licensed),Financial Analyst,For an organization,,,,Live with family or friends,81-90,No,1800000.0,10,,1000000.0,3.5,0.0,45000.0,No,41-45,,,,171000.0,0.0,100500.0,100000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Engineering (NOT software),Public corporation,Management - Middle / Lower,Associate Director,For an organization,,,,Own,81-90,Yes,,,No,3000000.0,3.5,,110000.0,No,46-50,1250000.0,,,2347000.0,174000.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,Married,3,3,Retail,Self-employed,Management - Upper,CEO,For myself,,,,Own,71-80,Yes,,,No,15000000.0,3.5,150000.0,400000.0,Undecided,36-40,2000000.0,,,27700000.0,6250000.0,250000.0,4065000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Staff Data Engineer,For an organization,,,,Own,91-100,No,1275000.0,38,,1500000.0,3.5,,55000.0,Yes,41-45,,,,715456.0,157894.0,159815.0,176128.0,2022
2,Yes,United States Dollars (USD),41-45,Married,,,Public Administration (Civilian Government),Private corporation,Professional (non-licensed),Subject Matter Expert,For an organization,,,,Own,71-80,Yes,,,No,2500000.0,3.5,85000.0,85000.0,Yes,41-45,1500000.0,,,2470000.0,0.0,121500.0,200000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Public agency (Government),Information technology,IT Support,For myself,,,,Live with family or friends,71-80,No,650000.0,8,,1400000.0,3.5,44000.0,65000.0,No,51-55,,,,95000.0,17500.0,43500.0,65000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Professional & Business Services,Public corporation,Consultant,Senior Associate,For an organization,,,,Rent,81-90,No,1700000.0,18,,,3.5,27000.0,65000.0,Yes,51-55,,,,309650.0,0.0,112060.0,112060.0,2022
1,No,Canadian Dollars (CAD),21-25,"In a relationship, but not married",,,Retail,Public corporation,Consultant,Customer strategy and measurement consultant,For an organization,,,,Live with family or friends,71-80,No,768639.5080707149,12.5,,1152959.2621060724,3.5,11529.592621060723,30745.580322828595,Undecided,51-55,,,,95976.17217524981,0.0,57494.23520368947,57494.23520368947,2022
1,No,United States Dollars (USD),26-30,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,31-40,No,300000.0,33,,700000.0,3.5,4000.0,15000.0,Undecided,36-40,,,,113500.0,0.0,50200.0,50000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Financial Services,Private corporation,Management - Middle / Lower,Infra Team Lead,For an organization,,,,Own,81-90,Yes,,,No,5000000.0,3.5,48000.0,120000.0,Yes,41-45,2000000.0,,,3755000.0,245500.0,696950.0,695150.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Manufacturing,Private corporation,Marketing,Product Manager III,For an organization,,,,Own,81-90,No,2500000.0,10,,2500000.0,3.5,45000.0,100000.0,Undecided,46-50,,,,739000.0,445000.0,108600.0,200000.0,2022
1,Yes,United States Dollars (USD),46-50,Married,2,0,Financial Services,Private corporation,Information technology,CTO,For an organization,,For myself,,Own,81-90,Yes,,,No,10000000.0,3.5,350000.0,300000.0,Partially,51-55,4000000.0,,,9450000.0,400000.0,250000.0,715000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,1,Engineering (NOT software),Public corporation,Professional (non-licensed),Engineering manager,For an organization,,,,Rent,91-100,No,5000000.0,70,,5000000.0,3.5,30000.0,150000.0,No,46-50,,,,0.0,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Information Technology (incl. software engineering),Public agency (Government),Information technology,,For an organization,,,,Own,71-80,No,1500000.0,52,,1500000.0,3.5,12000.0,55000.0,Undecided,36-40,,,,881500.0,0.0,45000.0,180000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Education,Nonprofit corporation,Professional (non-licensed),Assistant Professor of Economics,For an organization,,,,Own,81-90,No,2000000.0,42,,2300000.0,3.5,,80000.0,Yes,46-50,,,,1292000.0,249500.0,156200.0,180000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Administrative staff,Human Resources Analyst,For an organization,,,,Rent,81-90,No,6000000.0,15,,7000000.0,3.5,0.0,170000.0,Partially,51-55,,,,1318000.0,0.0,296800.0,461000.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Public Administration (Civilian Government),Public agency (Government),Professional (non-licensed),Analyst,For an organization,,,,Rent,81-90,No,1600000.0,18.75,,1600000.0,3.5,40000.0,50000.0,Partially,36-40,,,,517000.0,10333.0,57704.0,0.0,2022
2,Yes,United States Dollars (USD),46-50,Married,2,0,Information Technology (incl. software engineering),Public corporation,Information technology,,For an organization,,,,Own,81-90,No,5000000.0,82,,5500000.0,3.5,78000.0,180000.0,Partially,51-55,,,,5735000.0,541000.0,596704.0,616078.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Operations Manager,For an organization,,,,Own,81-90,No,1500000.0,45,,2000000.0,3.5,,600000.0,Partially,36-40,,,,885000.0,150000.0,200000.0,200000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,2,Information Technology (incl. software engineering),Public corporation,Information technology,Lead Software Engineer,For an organization,,,,Rent,81-90,No,2500000.0,30,,2500000.0,3.5,,50000.0,Partially,51-55,,,,700000.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Construction,Private corporation,Professional (non-licensed),Project Engineer,For an organization,,,,Rent,61-70,No,1000000.0,12,,1000000.0,3.5,,30000.0,Yes,41-45,,,,181690.0,0.0,63600.0,78000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Professional & Business Services,Private corporation,Professional (non-licensed),,,For an organization,,,Rent,81-90,No,1500000.0,12.5,,1500000.0,3.5,20000.0,50000.0,Yes,46-50,,,,192000.0,22500.0,100100.0,99200.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Engineering (NOT software),Public corporation,Professional (non-licensed),Senior mechanical engineer,For an organization,,For myself,,Rent,101-110,No,2500000.0,60,,2500000.0,3.5,100000.0,120000.0,Partially,36-40,,,,1831000.0,0.0,400000.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,0,Healthcare,Private corporation,Professional (non-licensed),Principal Designer,For an organization,,,,Own,81-90,No,2600000.0,66,,2600000.0,3.5,,70999.0,No,36-40,,,,2517000.0,586000.0,341800.0,336000.0,2022
2,Yes,United States Dollars (USD),41-45,Married,1,0,Construction,Public agency (Government),Professional (licensed / certificated),Architect (buildings),For an organization,,,,Own,71-80,No,2000000.0,56,,2000000.0,3.5,40000.0,70000.0,Partially,56-60,,,,1145000.0,17000.0,150000.0,150000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Healthcare,Public corporation,Professional (non-licensed),Scientist,For an organization,,,,Own,71-80,No,2000000.0,14.1,,2500000.0,3.5,,80000.0,Partially,46-50,,,,787110.0,301951.0,220195.0,220195.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Data Eng Manager,For an organization,,,,Rent,71-80,No,1500000.0,33,,3333333.0,3.5,,120000.0,No,36-40,,,,450000.0,0.0,36000.0,190000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Rent,81-90,No,2000000.0,5,,2000000.0,3.5,15000.0,60000.0,Undecided,46-50,,,,91229.0,9500.0,105000.0,105000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,1,Financial Services,Public corporation,Information technology,Technical Product Manager,For an organization,,,,Own,81-90,No,3000000.0,29,,3000000.0,3.5,,105000.0,Yes,46-50,,,,1479500.0,505000.0,127000.0,350000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,1,Trade,Private corporation,Skilled laborer / skilled tradesperson,Field service technician,For an organization,,,,Own,71-80,No,1250000.0,35,,1250000.0,3.5,10000.0,45000.0,Yes,41-45,,,,677000.0,105000.0,159756.0,160000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,Public Administration (Civilian Government),Public agency (Government),Skilled laborer / skilled tradesperson,Police Officer,For an organization,,,,Rent,71-80,No,1000000.0,3,,1600000.0,3.5,60000.0,60000.0,No,56-60,,,,39600.0,5800.0,38600.0,46000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,3,Healthcare,Private corporation,Information technology,Senior Data Engineer,For an organization,,,,Rent,81-90,No,1200000.0,45,,1200000.0,3.5,10000.0,42000.0,Partially,41-45,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Engineering (NOT software),Public corporation,Professional (non-licensed),Manufacturing Engineer,For an organization,,,,Rent,81-90,No,1900000.0,31,,2000000.0,3.5,,65000.0,Undecided,Undecided,,,,595200.0,4500.0,217287.0,214753.0,2022
1,Yes,United States Dollars (USD),31-35,Married,,,Financial Services,Public corporation,Professional (licensed / certificated),Senior manager,For an organization,,,,Own,91-100,No,3000000.0,32,,3000000.0,3.5,35000.0,140000.0,Undecided,41-45,,,,2100000.0,700000.0,267000.0,267000.0,2022
2,No,Canadian Dollars (CAD),31-35,"In a relationship, but not married",1,0,Utilities,Private corporation,Professional (licensed / certificated),Project Manager,For an organization,,,,Own,71-80,No,922367.4096848578,20,,922367.4096848578,3.5,0.0,34588.77786318217,Undecided,41-45,,,,1229823.2129131437,0.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Public Administration (Civilian Government),Public agency (Government),Administrative staff,Human Resources Assistant,For an organization,,,,Rent,81-90,No,1800000.0,23,,2000000.0,3.5,24000.0,60000.0,Partially,41-45,,,,710700.0,0.0,198000.0,198000.0,2022
1,Yes,United States Dollars (USD),41-45,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Senior Software Developer,For an organization,,,,Own,81-90,No,2000000.0,18,,2000000.0,3.5,30000.0,70000.0,Undecided,56-60,,,,1300000.0,549000.0,151831.0,151831.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Distribution / Logistics,Public corporation,Professional (non-licensed),Senior Financial Analyst,For an organization,,,,Own,81-90,No,2500000.0,13,,2500000.0,3.5,,80000.0,Undecided,46-50,,,,672500.0,4000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Consultant,Developer,For an organization,,,,Own,81-90,No,1266981.0,23.52,,1500000.0,3.5,6000.0,44000.0,Yes,46-50,,,,898700.0,586000.0,39073.0,118000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,0,Media,Private corporation,General labor,Reporter,For an organization,,,,Own,81-90,No,2500000.0,25.74,,5000000.0,3.5,,150000.0,No,51-55,,,,1588625.0,903557.0,175444.0,244633.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Developer,For an organization,,,,Rent,81-90,No,1750000.0,20,,1750000.0,3.5,45000.0,60000.0,Yes,36-40,,,,362000.0,76000.0,231280.0,246000.0,2022
1,Yes,United States Dollars (USD),36-40,"Single, never married",,,"Arts, Entertainment, Recreation",Public corporation,Marketing,,For an organization,,,,Own,71-80,No,1500000.0,33,,2000000.0,3.5,,,Yes,46-50,,,,865000.0,210000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),41-45,Married,,,Education,Public agency (Government),Professional (licensed / certificated),Teacher,For an organization,,,,Own,81-90,No,2000000.0,20,,2000000.0,3.5,60000.0,120000.0,Yes,56-60,,,,1525000.0,370000.0,211000.0,250000.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,,For an organization,,,,Own,91-100,Yes,,,No,,3.5,,100000.0,Undecided,41-45,2000000.0,,,4390000.0,700000.0,958000.0,958000.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Engineer,For an organization,,,,Own,81-90,No,1000000.0,55,,1250000.0,3.5,,40000.0,Partially,31-35,,,,1120000.0,250000.0,60000.0,180000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Software Engineer,For an organization,,,,Rent,81-90,No,3000000.0,18,,3000000.0,3.5,36000.0,60000.0,Partially,51-55,,,,557000.0,0.0,220607.0,198499.0,2022
1,No,Canadian Dollars (CAD),21-25,"In a relationship, but not married",,3,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),Software Developer,For an organization,,,,Own,61-70,No,1152959.2621060724,4.1,,1152959.2621060724,3.5,46118.37048424289,38431.97540353574,Undecided,46-50,,,,170637.9707916987,84550.34588777863,103766.33358954651,103766.33358954651,2022
2,Yes,United States Dollars (USD),31-35,Married,2,2,Engineering (NOT software),Public corporation,Professional (licensed / certificated),project engineer,For an organization,,,,Rent,81-90,No,2000000.0,50,,2500000.0,3.5,40000.0,100000.0,Partially,46-50,,,,1190000.0,150000.0,375000.0,375000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software Engineer,For an organization,,,,Live with family or friends,81-90,No,1250000.0,0.003,,2000000.0,3.5,,70000.0,No,46-50,,,,87000.0,38000.0,80025.0,80025.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Distribution / Logistics,Private corporation,Sales,Sales,For an organization,,,,Rent,81-90,No,3000000.0,3,,3500000.0,3.5,20000.0,50000.0,Undecided,51-55,,,,125000.0,0.0,75000.0,84000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,1,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Pharmacist,,For an organization,,,Own,71-80,No,1500000.0,67,,1500000.0,3.5,,40000.0,Partially,41-45,,,,1425000.0,100000.0,120720.0,170000.0,2022
1,Yes,United States Dollars (USD),36-40,"In a relationship, but not married",,,Education,Public agency (Government),Professional (licensed / certificated),Faculty,For an organization,,,,Own,61-70,No,2500000.0,55,,2500000.0,3.5,,85000.0,Partially,41-45,,,,1580000.0,0.0,110000.0,110000.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Education,Public agency (Government),Professional (licensed / certificated),Professor,For an organization,,,,Rent,71-80,No,2000000.0,48,,2500000.0,3.5,20000.0,60000.0,No,46-50,,,,950000.0,0.0,300000.0,300000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Information technology,Software Engineer,For an organization,,,,Own,81-90,No,1200000.0,25,,1200000.0,3.5,,42000.0,Yes,36-40,,,,460000.0,70000.0,40000.0,210000.0,2022
2,No,Canadian Dollars (CAD),36-40,"In a relationship, but not married",,,Public Administration (Civilian Government),Public agency (Government),Consultant,Business Analyst,For an organization,,,,Rent,71-80,No,1537279.0161414298,30,,2305918.524212145,3.5,6610.299769408148,61491.16064565719,Partially,46-50,,,,768639.5080707149,0.0,138355.11145272868,138355.11145272868,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,1,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Software Engineer,For an organization,,,,Rent,91-100,No,1500000.0,39,,2000000.0,3.5,70000.0,70000.0,Undecided,46-50,,,,573000.0,5000.0,405150.0,420000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Information Technology (incl. software engineering),Private corporation,Information technology,Sr. Data Scientist,For an organization,,,,Rent,91-100,No,40000.0,27.55,,8000000.0,3.5,,0.0,Partially,41-45,,,,1127815.0,25995.0,543650.0,506572.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Military,Public agency (Government),Professional (licensed / certificated),Pilot,For an organization,,,,Rent,61-70,No,700000.0,49,,1500000.0,3.5,60000.0,100000.0,Undecided,36-40,,,,589000.0,222358.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Financial Services,Public corporation,Management - Middle / Lower,Audit Manager,For an organization,,,,Own,81-90,No,2000000.0,30,,2500000.0,3.5,40000.0,100000.0,Partially,51-55,,,,1053000.0,240000.0,0.0,0.0,2022
2,No,Euros (EUR),26-30,"In a relationship, but not married",,2,Distribution / Logistics,Private corporation,Management - Middle / Lower,Logistics manager,For an organization,,,,Own,61-70,No,1314405.8885383806,42,,2103049.421661409,3.5,52576.23554153523,52576.23554153523,Undecided,36-40,,,,1104100.9463722399,413249.21135646687,117192.42902208203,105152.47108307046,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,Software Engineering Manager,For an organization,,,,Rent,71-80,No,1500000.0,66,,2200000.0,3.5,,80000.0,No,41-45,,,,1028591.0,3975.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Engineering (NOT software),Public corporation,Professional (non-licensed),Mechanical Engineer,For an organization,,,,Own,71-80,No,250000.0,20,,2500000.0,3.5,40000.0,80000.0,Undecided,41-45,,,,920000.0,328000.0,126300.0,218000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,2,Information Technology (incl. software engineering),Nonprofit corporation,Information technology,Senior software engineer,For an organization,,,,Own,71-80,No,3000000.0,30,,3000000.0,3.5,125000.0,120000.0,Undecided,56-60,,,,1405000.0,75000.0,200200.0,217000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,1,1,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Financial Analyst,For an organization,,,,Own,101-110,No,4000000.0,40,,4000000.0,3.5,,,Undecided,51-55,,,,2700000.0,950000.0,137000.0,450000.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,3,Healthcare,Public corporation,Management - Middle / Lower,Director of Food and Nutrition,For an organization,For myself,,,Own,71-80,No,1500000.0,6,,1500000.0,3.5,24000.0,40000.0,Partially,41-45,,,,256800.0,173000.0,79440.0,179000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Manufacturing,Private corporation,Sales,Account Executive,For an organization,,,,Own,51-60,No,4000000.0,9,,5000000.0,3.5,175000.0,175000.0,No,51-55,,,,825000.0,395000.0,365000.0,365000.0,2022
1,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,,Real Estate,Private corporation,Management - Middle / Lower,Director of Investments,For an organization,,,,Rent,81-90,No,4000000.0,7.5,,4000000.0,3.5,86000.0,120000.0,Partially,41-45,,,,337700.0,29500.0,192060.0,192500.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Financial Services,Public corporation,Management - Middle / Lower,Senior Manager,For an organization,,,,Rent,91-100,No,3000000.0,30,,5000000.0,3.5,50000.0,100000.0,Yes,41-45,,,,960000.0,0.0,450000.0,450000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,2,0,Information Technology (incl. software engineering),Public corporation,Professional (non-licensed),Principal Software Engineer,For an organization,,,,Own,61-70,No,2500000.0,64,,2500000.0,3.5,20000.0,60000.0,Yes,41-45,,,,2010000.0,102000.0,60000.0,210000.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Information Technology (incl. software engineering),Private corporation,Information technology,Software developer,For an organization,,,,Own,71-80,Yes,,,No,2000000.0,3.5,75000.0,62000.0,Partially,41-45,1000000.0,,,2102000.0,0.0,481000.0,481000.0,2022
1,Yes,United States Dollars (USD),21-25,"Single, never married",,,Information Technology (incl. software engineering),Private corporation,Information technology,Software engineer,For an organization,,,,Rent,91-100,No,2500000.0,0.56,,3000000.0,3.5,,70000.0,Undecided,36-40,,,,148000.0,10500.0,244500.0,246250.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Information Technology (incl. software engineering),Private corporation,Sales,Customer Success Manager,For an organization,,,,Own,81-90,No,2500000.0,40,,3000000.0,3.5,40000.0,100000.0,Undecided,36-40,,,,1447000.0,220000.0,190700.0,197430.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,,Information Technology (incl. software engineering),Public corporation,Information technology,,,,,,Own,71-80,No,1600000.0,30,,1750000.0,3.5,,50000.0,Partially,41-45,,,,825000.0,167000.0,74800.0,87100.0,2022
2,Yes,United States Dollars (USD),31-35,Married,,2,Information Technology (incl. software engineering),Public corporation,Management - Middle / Lower,"Senior Manager, Customer Success",For an organization,,,,Own,81-90,No,3500000.0,25,,5000000.0,3.5,60000.0,150000.0,Undecided,51-55,,,,3230000.0,1300000.0,567600.0,766724.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Sales,Solution consultant,For an organization,,,,Own,81-90,No,1500000.0,20,,2500000.0,3.5,180000.0,80000.0,Partially,51-55,,,,695500.0,210000.0,180000.0,180000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,2,Financial Services,Private corporation,Management - Middle / Lower,,For an organization,,,,Own,91-100,No,3000000.0,33,,5000000.0,3.5,200000.0,120000.0,Undecided,51-55,,,,1780000.0,600000.0,382500.0,390000.0,2022
1,Yes,United States Dollars (USD),26-30,"Single, never married",,,Engineering (NOT software),Private corporation,Professional (licensed / certificated),Sr engineer,For an organization,,,,Rent,61-70,No,1500000.0,40,,1500000.0,3.5,0.0,50000.0,Yes,36-40,,,,670000.0,0.0,42000.0,130000.0,2022
1,Yes,United States Dollars (USD),36-40,Married,1,0,Energy,Public corporation,Professional (licensed / certificated),Assistant General Counsel,For an organization,,,,Own,71-80,No,4000000.0,50,,4000000.0,3.5,190000.0,150000.0,Yes,46-50,,,,2830000.0,445000.0,388900.0,388900.0,2022
1,Yes,United States Dollars (USD),31-35,Married,2,0,Information Technology (incl. software engineering),Public corporation,Information technology,software engineer,For an organization,,,,Own,71-80,No,2000000.0,25,,4000000.0,3.5,120000.0,120000.0,Partially,51-55,,,,1011000.0,272000.0,356000.0,515000.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Financial Services,Public corporation,Management - Middle / Lower,Commercial Finance Manager,For an organization,,,,Rent,81-90,No,2000000.0,38,,2000000.0,3.5,30000.0,50000.0,Partially,46-50,,,,750000.0,0.0,160000.0,160000.0,2022
1,Yes,United States Dollars (USD),21-25,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Manager,For an organization,,For myself,,Rent,81-90,No,2500000.0,3,,2000000.0,3.5,,80000.0,Partially,36-40,,,,93700.0,27000.0,111050.0,111050.0,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,2,Manufacturing,Private corporation,Management - Middle / Lower,Process Improvement Manager,For an organization,,,,Rent,51-60,No,825000.0,38,,1500000.0,3.5,15000.0,45000.0,No,41-45,,,,332000.0,0.0,133960.0,133640.0,2022
2,Yes,United States Dollars (USD),56-60,Married,3,0,Utilities,Public corporation,Management - Middle / Lower,Exec Dir,For an organization,,,,Own,81-90,No,3300000.0,75,,3400000.0,3.5,50000.0,120000.0,Yes,56-60,,,,2610000.0,200000.0,120000.0,200000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Professional & Business Services,Private corporation,Professional (non-licensed),Research Manager,For an organization,,,,Own,81-90,No,1750000.0,31,,2200000.0,3.5,20000.0,60000.0,Partially,46-50,,,,920000.0,325000.0,113900.0,136000.0,2022
2,Yes,United States Dollars (USD),26-30,Married,,,Financial Services,Private corporation,Information technology,IT Manager,For an organization,,,,Own,81-90,No,1200000.0,10,,100.0,3.5,10000.0,30000.0,Yes,41-45,,,,420000.0,120000.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),36-40,Married,,,Healthcare,Private corporation,Professional (licensed / certificated),Medical Director,For an organization,,,,Own,91-100,No,2600000.0,64,,2600000.0,3.5,9000.0,90000.0,Partially,41-45,,,,3041000.0,1338500.0,0.0,0.0,2022
2,Yes,United States Dollars (USD),31-35,Married,2,1,Information Technology (incl. software engineering),Private corporation,Professional (non-licensed),,For an organization,,,,Own,71-80,No,3500000.0,0.54,,2000000.0,3.5,75000.0,150000.0,No,51-55,,,,0.0,0.0,0.0,0.0,2022
1,Yes,United States Dollars (USD),36-40,"Divorced - In a relationship, but not married",,,Public Administration (Civilian Government),Public agency (Government),Professional (licensed / certificated),Legislative Director,For an organization,,,,Own,51-60,No,2200000.0,30,,2200000.0,3.5,12000.0,75000.0,Yes,51-55,,,,936000.0,129000.0,75056.0,82000.0,2022
1,Yes,United States Dollars (USD),31-35,"Divorced - In a relationship, but not married",,,Information Technology (incl. software engineering),Self-employed,Information technology,CIO,For myself,,,,Own,71-80,No,2000000.0,24,,10000000.0,3.5,,200000.0,Undecided,41-45,,,,697000.0,210000.0,224300.0,418000.0,2022
1,No,Euros (EUR),31-35,"In a relationship, but not married",1,1,Information Technology (incl. software engineering),Self-employed,Information technology,Principal software engineer,For myself,,,,Own,61-70,No,1051524.7108307045,20,,1577287.066246057,3.5,5257.6235541535225,31545.74132492114,Partially,Undecided,,,,799158.7802313354,289169.29547844373,31545.74132492114,99894.84752891693,2022
1,Yes,United States Dollars (USD),31-35,"In a relationship, but not married",,,Information Technology (incl. software engineering),Private corporation,Management - Middle / Lower,Senior Manager,For an organization,,For myself,,Rent,91-100,No,2000000.0,32.4,,,3.5,,70000.0,No,46-50,,,,656000.0,6000.0,0.0,185500.0,2022
1,Yes,United States Dollars (USD),31-35,Married,3,0,Distribution / Logistics,Public corporation,Management - Middle / Lower,Sr Manager Operations,For an organization,,,,Own,81-90,No,5000000.0,26,,7500000.0,3.5,,175000.0,No,51-55,,,,2050000.0,600000.0,164800.0,165000.0,2022
1,Yes,United States Dollars (USD),31-35,"Single, never married",,,Manufacturing,Public corporation,Professional (non-licensed),Scientist,For an organization,,,,Own,81-90,No,1600000.0,12,,1600000.0,3.5,24000.0,56000.0,Yes,51-55,,,,635542.0,300650.0,96589.0,119480.0,2022
2,Yes,United States Dollars (USD),26-30,"In a relationship, but not married",,2,Information Technology (incl. software engineering),Private corporation,Information technology,Senior Machine Learning Engineer,For an organization,,For myself,,Rent,91-100,No,6000000.0,9,,10000000.0,3.5,550000.0,350000.0,No,51-55,,,,550000.0,0.0,370400.0,370400.0,2022
