Number of Contributors,Reside in US,Currency Used,Age,Relationship Status,Children Currently,Children Desired,Full Time Employment,"Part Time, Regular Employment","Part Time, Irregular Employement",Not Employed,Working Industry,Employer Type,Job Role,Job Title,Housing Situation,Cost of Living Index,Financially Independent,FI Number,Percent of FI Amount,Retired,Amount to Retire,Target Safe Withdrawal Rate,Annual Income [Supplemental Sources],Retired Annual Spending,Type of FI,Work if FI,Intended Retirement Age,Inflation/Recession Effects,FI Number [Retired],Annual Withdrawal Rate,Annual Withdrawal Amount,Total Assets,Total Debt,Annual Expenses,Total Income,Year
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,91-100,No,3000000.0,25.0,,3000000.0,3.33,,,ChubbyFI,,31-35,No change,,,,750000.0,0.0,388400.0,400000.0,2021
1,Yes,USD,21-25,"Single, never married",,,For an organization,,,,,,,,Provided by employer or school (includes military),81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,21-25,"In a relationship, but not married",,,For an organization,,,,,,,,Live with family or friends,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,No,EUR,31-35,"Single, never married",,,For an organization,,,,,,,,Rent,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"In a relationship, but not married",,,For an organization,,,,,,,,Nomadic,71-80,No,2468571.0,17.0,,5000000.0,3.5,250000.0,200000.0,FatFI,Partially,41-45,No change,,,,2319552.0,1107400.0,374042.0,427200.0,2021
1,Yes,USD,36-40,"In a relationship, but not married",1.0,2.0,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,Married,2.0,0.0,"For an organization,For myself",,,,,,,,Own,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,Married,2.0,0.0,"For an organization,For myself",,,,,,,,Own,71-80,No,2000000.0,13.0,,2500000.0,4.0,,90000.0,Undecided,No,56-60,No change,,,,781000.0,325000.0,76000.0,220000.0,2021
1,Yes,USD,26-30,"Single, never married",,3.0,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,,For an organization,,,,,,,,Rent,1-20,No,,,,,,,,Barista / Coast FI,Yes,36-40,,,,,156000.0,0.0,0.0,113000.0,2021
2,Yes,USD,31-35,Married,1.0,0.0,For an organization,,,,Healthcare,Private corporation,Professional (licensed / certificated),Nurse,Own,61-70,No,3000000.0,,,,,,,Undecided,Undecided,46-50,No change,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,2.0,For an organization,,,,,,,,Rent,81-90,No,1500000.0,40.0,,2000000.0,4.0,20000.0,70000.0,ChubbyFI,Partially,36-40,No change,,,,1175000.0,500000.0,162000.0,180000.0,2021
1,No,EUR,21-25,"Single, never married",,,For an organization,,,,,,,,Rent,61-70,No,591016.548463357,1.0,,591016.548463357,4.0,0.0,23640.66193853428,Barista / Coast FI,Yes,36-40,No change,,,,5910.16548463357,17730.49645390071,76832.15130023641,76832.15130023641,2021
2,Yes,USD,31-35,Married,,2.0,For an organization,,,,Public Administration (Civilian Government),Public agency,Professional (non-licensed),Analyst,Own,71-80,No,2500000.0,40.0,,2500000.0,3.0,12000.0,65000.0,FI,Undecided,46-50,Increased my FI and/or RE number,,,,1569000.0,391000.0,163500.0,206000.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Own,71-80,No,2000000.0,20.0,,5000000.0,4.0,,,Barista / Coast FI,Partially,46-50,Increased my FI and/or RE number,,,,0.0,0.0,0.0,0.0,2021
1,No,USD,21-25,"Single, never married",,,,,,"For an organization,For myself",,,,,Live with family or friends,61-70,No,1000000.0,2.0,,1000000.0,3.0,900000.0,20000.0,FI,Undecided,36-40,Increased my FI and/or RE number,,,,21621.0,0.0,65108.0,65108.0,2021
1,Yes,USD,21-25,"Single, never married",,,For an organization,,,,,,,,Rent,91-100,No,5000000.0,2.0,,10000000.0,3.0,25000.0,150000.0,ChubbyFI,Undecided,41-45,Increased my FI and/or RE number,,,,100000.0,0.0,211000.0,170000.0,2021
1,Yes,USD,21-25,"In a relationship, but not married",,,,For an organization,,,,,,,Rent,91-100,No,,,,,,,,Don't Understand,Partially,51-55,,,,,26000.0,20000.0,18800.0,20000.0,2021
1,No,GBP,26-30,"Single, never married",,,For myself,,,,,,,,Rent,81-90,No,412654.7455295736,1.0,,412654.7455295736,4.0,16506.189821182943,24759.284731774416,LeanFI,Partially,71+,No change,,,,67125.17193947731,10316.36863823934,66024.75928473177,66024.75928473177,2021
2,No,AUD,26-30,Married,,1.0,For an organization,,,,Healthcare,Private corporation,Professional (licensed / certificated),,Own,71-80,No,3003003.0030030026,20.0,,3753753.7537537534,3.3,,,FI,No,51-55,No change,,,,1478978.978978979,460210.2102102102,67567.56756756756,135135.13513513512,2021
1,No,EUR,31-35,"In a relationship, but not married",,,For an organization,,,,,,,,Own,71-80,No,591016.548463357,6.0,,591016.548463357,4.0,21276.595744680853,35460.99290780142,FI,Undecided,46-50,No change,,,,375886.52482269506,238770.68557919623,92553.1914893617,92553.1914893617,2021
2,No,CAD,26-30,Married,,,For an organization,,,,Trade,Private corporation,Skilled laborer / skilled tradesperson,Heavy duty mechanic,Own,71-80,No,1993620.4146730462,,,1993620.4146730462,3.5,23923.444976076556,47846.88995215311,FI,Undecided,51-55,No change,,,,1411483.2535885167,0.0,103668.2615629984,103668.2615629984,2021
2,Yes,USD,21-25,Married,,,For an organization,,,,Information Technology,Public corporation,Professional (licensed / certificated),Quality control technician,Rent,81-90,No,2500000.0,15.0,,,4.0,15000.0,100000.0,FI,Undecided,,No change,,,,350000.0,0.0,210000.0,210000.0,2021
1,No,CAD,21-25,"Single, never married",,4.0,For an organization,,,,,,,,Live with family or friends,71-80,No,996810.2073365231,20.0,,1993620.4146730462,4.0,9569.377990430621,39872.408293460925,ChubbyFI,Yes,26-30,No change,,,,199362.04146730463,42264.75279106858,3456.937799043062,4784.688995215311,2021
2,Yes,USD,36-40,Married,,,For an organization,,,,Information Technology,Private corporation,Management - Upper,VP of Engineering,Own,91-100,No,5000000.0,60.0,,80.0,4.0,40000.0,100000.0,Undecided,Partially,56-60,"Increased my FI and/or RE number,Increased my planned RE date",,,,1850000.0,0.0,72000.0,310000.0,2021
1,No,USD,21-25,"In a relationship, but not married",,2.0,For an organization,,,,,,,,Live with family or friends,61-70,No,1000000.0,15.0,,1000000.0,4.0,10000.0,25000.0,FI,Partially,41-45,Increased my FI and/or RE number,,,,156000.0,15500.0,37250.0,37250.0,2021
1,Yes,USD,21-25,"In a relationship, but not married",,3.0,For an organization,,,,,,,,Live with family or friends,71-80,No,10000000.0,2.5,,10000000.0,3.2,,300000.0,FatFI,Undecided,31-35,Increased my FI and/or RE number,,,,168000.0,0.0,20000.0,270000.0,2021
1,Yes,USD,41-45,Married,1.0,0.0,For an organization,,,,,,,,Own,71-80,No,3000000.0,10.0,,3000000.0,3.0,,90000.0,FI,Yes,56-60,Increased my FI and/or RE number,,,,575000.0,0.0,235000.0,235000.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,3.0,For myself,,,,,,,,Own,131-140,Yes,,,Yes,,,,,,,,,750000.0,4.0,45000.0,1435000.0,278000.0,537000.0,537000.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Occupational Therapy,Rent,81-90,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,1000000.0,40.0,,5000000.0,3.0,9.0,0.0,FI,Partially,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,748000.0,218000.0,51800.0,82000.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Occupational Therapist,Rent,81-90,No,4000000.0,12.0,,4000000.0,4.0,160000.0,140000.0,FI,No,46-50,No change,,,,575000.0,30000.0,100000.0,550000.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,2.0,For an organization,,,,,,,,Rent,81-90,No,1700000.0,30.0,,3000000.0,3.0,80000.0,50000.0,FI,No,51-55,Increased my FI and/or RE number,,,,550000.0,0.0,259800.0,265000.0,2021
2,Yes,USD,36-40,Married,1.0,1.0,For an organization,,,,Information Technology,Public corporation,Management - Middle / Lower,Senior Business Analysts,Rent,1-20,Yes,,,No,15000000.0,4.0,80000.0,200000.0,FatFI,Yes,41-45,No change,5000000.0,,,4010000.0,10000.0,220000.0,220000.0,2021
2,No,USD,41-45,Married,3.0,0.0,,,For an organization,,Retail,Private corporation,Consultant,,Own,91-100,Yes,,,No,4000000.0,3.0,46000.0,72000.0,ChubbyFI,No,56-60,No change,2000000.0,,,3555000.0,528000.0,70000.0,93000.0,2021
2,Yes,USD,36-40,Married,1.0,0.0,"For an organization,For myself",,,,Information Technology,Public agency,Information technology,Data Scientist,Provided by employer or school (includes military),81-90,No,2800000.0,78.0,,2500000.0,3.0,28000.0,78000.0,FI,Yes,36-40,No change,,,,2183953.0,3223.0,0.0,0.0,2021
1,No,EUR,26-30,"Single, never married",,,For an organization,,,,,,,,Live with family or friends,81-90,No,1773049.645390071,20.0,,1182033.096926714,4.0,17021.276595744683,56737.58865248227,FI,Partially,46-50,No change,,,,92198.5815602837,0.0,21276.595744680853,59101.654846335696,2021
2,Yes,USD,36-40,Married,1.0,0.0,For an organization,,,,Information Technology,Private corporation,Management - Middle / Lower,,Rent,91-100,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,EUR,36-40,"In a relationship, but not married",,,For an organization,,,,Public Administration (Civilian Government),Private corporation,Customer service,,Own,31-40,No,236406.61938534278,25.0,,295508.2742316785,90.0,23640.66193853428,22458.628841607566,,Partially,41-45,Increased my planned RE date,,,,382387.70685579197,183215.13002364067,0.0,29550.827423167848,2021
1,No,EUR,31-35,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,81-90,No,1182033.096926714,45.0,,1773049.645390071,3.0,2364.066193853428,41371.15839243499,FI,Undecided,41-45,No change,,,,535460.9929078014,3546.099290780142,12174.940898345154,41371.15839243499,2021
1,Yes,USD,21-25,"Single, never married",,,For an organization,,,,,,,,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,36-40,Married,,,For an organization,,,,"Arts, Entertainment, Recreation",Nonprofit corporation,Administrative staff,Administrative Assistant,Own,61-70,No,2500000.0,55.0,,3000000.0,3.0,,65000.0,FI,Undecided,46-50,Increased my FI and/or RE number,,,,1690000.0,70000.0,0.0,0.0,2021
2,Yes,USD,21-25,Married,,2.0,For an organization,,,,Information Technology,Public corporation,Information technology,Software Engineer,Own,91-100,No,8000000.0,15.0,,10000000.0,3.5,,250000.0,ChubbyFI,Undecided,36-40,No change,,,,2470000.0,1290000.0,60000.0,700000.0,2021
2,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,For myself,,Healthcare,Nonprofit corporation,Professional (licensed / certificated),Travel Nurse,Nomadic,91-100,No,2000000.0,60.0,,3000000.0,3.5,10000.0,80000.0,ChubbyFI,Partially,31-35,Increased my planned RE date,,,,1190000.0,130000.0,110000.0,358000.0,2021
2,Yes,USD,46-50,Married,3.0,0.0,For an organization,,,,Financial Services,Private corporation,Management - Middle / Lower,chief of staff,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,21-25,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,2000000.0,7.0,,2500000.0,4.0,100000.0,80000.0,ChubbyFI,Partially,41-45,"Increased my FI and/or RE number,Increased my planned RE date",,,,440000.0,252000.0,133000.0,185000.0,2021
2,Yes,USD,31-35,Married,1.0,1.0,For myself,,,,Financial Services,Private corporation,Professional (non-licensed),Auditor,Own,61-70,No,2000000.0,12.0,,3000000.0,4.0,40000.0,120000.0,FI,Yes,51-55,No change,,,,556500.0,127000.0,60000.0,104000.0,2021
1,No,CAD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Live with family or friends,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,For myself,,,,,Own,101-110,No,750000.0,50.0,,750000.0,4.0,38000.0,30000.0,Barista / Coast FI,No,41-45,Increased my FI and/or RE number,,,,450000.0,99000.0,31000.0,71000.0,2021
1,Yes,USD,36-40,"Single, never married",,,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,USD,31-35,Married,2.0,0.0,For myself,,,,Education,Public agency,Administrative staff,Management Assistant,Own,71-80,No,1500000.0,67.0,,1800000.0,3.5,20000.0,60000.0,FI,No,36-40,No change,,,,1667000.0,760000.0,0.0,250000.0,2021
2,No,USD,26-30,Married,1.0,1.0,For an organization,,,,Retail,Private corporation,Management - Upper,Director Project Management,Rent,61-70,No,3000000.0,43.0,,3000000.0,3.5,35000.0,125000.0,FI,Yes,36-40,No change,,,,1544000.0,221500.0,170200.0,286745.0,2021
1,Yes,USD,36-40,"Single, never married",,,For an organization,,,,,,,,Rent,61-70,No,1500000.0,46.0,,2000000.0,3.0,,60000.0,ChubbyFI,Undecided,46-50,No change,,,,663000.0,0.0,47000.0,240000.0,2021
1,No,CAD,51-55,Married,2.0,0.0,For an organization,,,,,,,,Own,71-80,No,2392344.4976076554,25.0,,2392344.4976076554,4.0,6379.585326953748,79744.81658692185,ChubbyFI,Yes,61-65,Increased my FI and/or RE number,,,,1754385.9649122807,365231.2599681021,152312.59968102074,223285.48644338117,2021
2,Yes,USD,36-40,Married,,,,For an organization,,,Engineering,Private corporation,Program staff,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,26-30,Married,,3.0,For an organization,,,,Information Technology,Public corporation,Professional (non-licensed),Process Auditor,Rent,71-80,No,3000000.0,10.0,,3000000.0,3.0,,100000.0,ChubbyFI,Partially,46-50,Increased my FI and/or RE number,,,,467000.0,30000.0,310000.0,310000.0,2021
2,No,AUD,26-30,"In a relationship, but not married",,,For an organization,,For myself,,"Arts, Entertainment, Recreation",Nonprofit corporation,Professional (non-licensed),Graphic Design Artist,Own,71-80,No,469219.2192192192,15.0,,525525.5255255254,4.0,18768.76876876877,18768.76876876877,Barista / Coast FI,No,36-40,No change,,,,452702.70270270266,101351.35135135135,18768.76876876877,69069.06906906907,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Own,81-90,No,5000000.0,15.0,,4000000.0,4.0,75000.0,75000.0,Undecided,Partially,36-40,Increased my FI and/or RE number,,,,1565000.0,450000.0,104000.0,104000.0,2021
2,Yes,USD,36-40,Married,2.0,0.0,For an organization,,,,Energy,Public agency,Management - Middle / Lower,Engineering manager,Own,91-100,No,4000000.0,25.0,,6000000.0,3.0,230000.0,150000.0,ChubbyFI,Partially,46-50,Increased my FI and/or RE number,,,,3075000.0,1275000.0,457000.0,457000.0,2021
1,No,EUR,21-25,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,51-60,No,827423.1678486998,9.4,,827423.1678486998,3.25,10638.297872340427,17730.49645390071,FI,Partially,51-55,Increased my FI and/or RE number,,,,78014.18439716312,0.0,28235.224586288416,32151.30023640662,2021
1,No,EUR,26-30,"Single, never married",,,For an organization,,,,,,,,Rent,61-70,No,1063829.7872340425,28.0,,1418439.7163120569,3.0,14184.397163120568,42553.19148936171,FI,Undecided,36-40,No change,,,,351063.8297872341,0.0,99054.37352245863,99054.37352245863,2021
1,Yes,USD,36-40,"In a relationship, but not married",,,For an organization,,,,,,,,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Rent,81-90,No,3000000.0,93.0,,200.0,3.0,,72000.0,ChubbyFI,No,41-45,Increased my FI and/or RE number,,,,2804000.0,0.0,0.0,0.0,2021
1,Yes,USD,31-35,"Single, never married",,3.0,For an organization,,,,,,,,Rent,71-80,No,2680244.0,11.08,,2680244.0,3.0,,78000.0,FI,Yes,41-45,No change,,,,305348.0,8370.0,258587.0,259700.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,No,GBP,31-35,"Single, never married",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,21-25,Married,,2.0,For an organization,,,,Healthcare,Public corporation,Professional (licensed / certificated),Occupational Therapy Assistant,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,No,AUD,31-35,"In a relationship, but not married",1.0,0.0,For an organization,,,,,,,,Own,61-70,No,352852.85285285284,98.0,,420420.4204204204,4.0,37537.53753753754,12762.762762762763,LeanFI,No,36-40,No change,,,,527777.7777777778,0.0,104954.95495495496,105105.1051051051,2021
1,No,GBP,31-35,"Single, never married",,,"For an organization,For myself",,,,,,,,Live with family or friends,61-70,No,2063273.727647868,35.0,,2063273.727647868,3.0,41265.47455295736,41265.47455295736,ChubbyFI,Undecided,36-40,No change,,,,722833.5625859698,0.0,185749.6561210454,330123.7964236589,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,91-100,No,6000000.0,8.0,,10000000.0,5.0,,450000.0,FatFI,No,41-45,No change,,,,377000.0,35000.0,58000.0,350000.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,3.0,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,2.0,For an organization,,,,,,,,Rent,91-100,No,1500000.0,85.0,,2000000.0,3.5,20000.0,40000.0,Barista / Coast FI,Undecided,31-35,Increased my FI and/or RE number,,,,1390000.0,4000.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,1.0,0.0,For an organization,,,,Healthcare,Public corporation,Professional (licensed / certificated),Nurse,Own,61-70,No,3000000.0,2.0,,2000000.0,3.5,,80000.0,FI,Undecided,46-50,No change,,,,415230.0,299000.0,6768.0,0.0,2021
1,No,EUR,26-30,"Single, never married",,,For an organization,,,,,,,,Own,41-50,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,No,EUR,26-30,"Single, never married",,,For an organization,,,For myself,,,,,Own,41-50,No,295508.2742316785,40.0,,295508.2742316785,4.0,,9456.264775413712,LeanFI,Yes,36-40,No change,,,,161938.53427895982,0.0,44799.05437352246,44799.05437352246,2021
1,No,GBP,21-25,"Single, never married",,,For an organization,,,,,,,,Rent,81-90,No,5502063.273727648,10.0,,4814305.364511692,5.0,206327.3727647868,68775.7909215956,FatFI,Partially,36-40,Increased my FI and/or RE number,,,,550206.3273727648,75653.37001375516,19257.22145804677,0.0,2021
2,No,EUR,31-35,"In a relationship, but not married",,,For an organization,,,,Distribution / Logistics,Private corporation,Administrative staff,Administrative,Rent,51-60,No,413711.5839243499,10.0,,827423.1678486998,4.0,70921.98581560283,35460.99290780142,Barista / Coast FI,Partially,61-65,Increased my FI and/or RE number,,,,301418.43971631204,20094.562647754137,0.0,0.0,2021
1,Yes,USD,31-35,Married,3.0,0.0,For an organization,,,,,,,,Own,71-80,No,2000000.0,75.0,,2000000.0,45.0,,75000.0,FI,Partially,36-40,"Increased my FI and/or RE number,Increased my planned RE date",,,,1640000.0,1500.0,0.0,120000.0,2021
1,Yes,USD,36-40,Married,2.0,0.0,For an organization,,,,,,,,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,No,EUR,21-25,"Single, never married",,,For an organization,,,,,,,,Live with family or friends,71-80,No,886524.8226950355,6.0,,1418439.7163120569,3.5,28368.794326241135,23640.66193853428,FI,Partially,46-50,No change,,,,70921.98581560283,59101.654846335696,7210.4018912529555,36643.02600472813,2021
2,Yes,USD,31-35,Married,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,GBP,31-35,"In a relationship, but not married",,,For an organization,,,,Professional & Business Services,Private corporation,Consultant,Senior Manager,Own,81-90,No,2063273.727647868,15.0,,1650618.9821182943,3.0,41265.47455295736,34387.8954607978,Undecided,Partially,51-55,No change,,,,814359.0096286108,412654.7455295736,99037.13892709767,233837.68913342504,2021
2,Yes,USD,51-55,Married,2.0,0.0,For an organization,,,,Education,Public agency,Professional (licensed / certificated),Teacher,Own,101-110,Yes,,,Yes,,,,,,,,,5000000.0,1.0,50000.0,7225000.0,0.0,0.0,0.0,2021
1,Yes,USD,36-40,Married,,,For an organization,,,,,,,,Own,61-70,No,2700000.0,30.0,,2700000.0,2.81,24000.0,60000.0,ChubbyFI,Undecided,46-50,No change,,,,1140000.0,195000.0,0.0,0.0,2021
2,No,EUR,31-35,Married,1.0,2.0,For an organization,,,,Retail,Public corporation,Marketing,Marketing Manger,Rent,41-50,No,472813.23877068557,25.0,,1182033.096926714,3.0,11820.33096926714,41371.15839243499,Undecided,No,51-55,No change,,,,115839.24349881797,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"Single, never married",,2.0,For an organization,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Education,Private corporation,Professional (licensed / certificated),,Own,61-70,No,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,EUR,26-30,"In a relationship, but not married",,,For an organization,,,,"Agriculture, Forestry, Fishing",Private corporation,Administrative staff,Secretary,Own,71-80,No,1182033.096926714,17.0,,1182033.096926714,4.0,29550.827423167848,53191.48936170213,FI,Partially,46-50,No change,,,,628250.5910165485,306737.58865248226,0.0,0.0,2021
1,No,EUR,31-35,"Single, never married",,,For an organization,,,,,,,,Rent,71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,USD,31-35,Married,,1.0,For an organization,,,,Military,Public agency,Management - Middle / Lower,Manager,Provided by employer or school (includes military),71-80,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,GBP,31-35,"In a relationship, but not married",,2.0,For an organization,,,,Information Technology,Public agency,Information technology,Trainee data analyst,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,3.0,For an organization,,,,,,,,Rent,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,Married,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,EUR,31-35,Married,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,Yes,USD,31-35,Married,,,For an organization,For myself,,,Utilities,Public corporation,Management - Middle / Lower,Facilities Manager,Own,81-90,Yes,,,No,2600000.0,4.0,,100000.0,FI,Partially,36-40,No change,2400000.0,,,2850000.0,0.0,141100.0,75000.0,2021
2,Yes,USD,36-40,Married,,,For an organization,,,,Healthcare,Public agency,Professional (licensed / certificated),Freeter,Own,51-60,Yes,,,No,5000000.0,3.0,550000.0,350000.0,FatFI,Yes,46-50,No change,5000000.0,,,3070000.0,80000.0,155000.0,700000.0,2021
2,No,EUR,26-30,"In a relationship, but not married",,,For an organization,,,,"Agriculture, Forestry, Fishing",Private corporation,Administrative staff,Secretary,Own,71-80,No,1182033.096926714,22.5,,1182033.096926714,4.0,23640.66193853428,47281.32387706856,FI,Partially,46-50,No change,,,,634943.2624113476,307328.60520094563,127659.5744680851,127659.5744680851,2021
2,Yes,USD,46-50,Married,,,For an organization,,,,Information Technology,Public corporation,Information technology,UX Designer,Own,61-70,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,56-60,Married,1.0,0.0,For an organization,,,,,,,,Own,51-60,Yes,,,No,5000000.0,3.0,50000.0,150000.0,FatFI,Partially,56-60,No change,2800000.0,,,4150000.0,0.0,120000.0,570000.0,2021
1,Yes,USD,31-35,"Single, never married",,,For an organization,,,,,,,,Own,61-70,No,1680000.0,33.0,,1700000.0,3.333,35628.0,56000.0,FI,Yes,41-45,No change,,,,888457.0,51283.0,164474.0,130988.0,2021
1,Yes,USD,31-35,Married,4.0,0.0,For an organization,For an organization,,,,,,,Own,61-70,No,1000000.0,20.0,,1500000.0,4.0,12000.0,60000.0,FI,Partially,51-55,Increased my FI and/or RE number,,,,779000.0,450000.0,110800.0,150000.0,2021
2,Yes,USD,31-35,Married,,,For an organization,,,,Education,Public agency,Professional (licensed / certificated),Teacher,Own,61-70,No,1250000.0,30.0,,1250000.0,4.0,83000.0,65000.0,ChubbyFI,Undecided,51-55,Increased my FI and/or RE number,,,,410000.0,8500.0,0.0,152000.0,2021
1,No,EUR,26-30,"In a relationship, but not married",,2.0,For an organization,,,,,,,,Rent,71-80,No,472813.23877068557,10.0,,1063829.7872340425,5.0,23640.66193853428,59101.654846335696,Barista / Coast FI,Partially,46-50,Increased my FI and/or RE number,,,,59101.654846335696,11820.33096926714,75886.52482269504,112293.14420803783,2021
2,Yes,USD,36-40,Married,1.0,0.0,For an organization,,,,Information Technology,Public agency,Information technology,,Own,61-70,No,1000000.0,75.0,,1000000.0,4.0,25000.0,30000.0,Barista / Coast FI,Partially,41-45,No change,,,,1300000.0,210000.0,1500.0,370000.0,2021
1,Yes,USD,31-35,Married,2.0,1.0,For an organization,,,,,,,,Own,61-70,No,1000000.0,3.0,,1500000.0,4.0,,,FI,Partially,56-60,Increased my FI and/or RE number,,,,143200.0,103000.0,0.0,0.0,2021
2,Yes,USD,36-40,Married,2.0,0.0,For an organization,,,,Education,Nonprofit corporation,Management - Upper,Executive director,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
1,Yes,USD,21-25,"Single, never married",,3.0,For an organization,,,,,,,,Rent,61-70,No,350000.0,13.0,,2500000.0,4.0,,100000.0,FI,Partially,46-50,No change,,,,70000.0,11000.0,52755.0,70000.0,2021
2,Yes,USD,26-30,Married,,2.0,For an organization,,,,Healthcare,Public agency,Administrative staff,School Nurse,Own,81-90,No,3000000.0,20.0,,3000000.0,3.0,30000.0,70000.0,FI,Undecided,51-55,Increased my FI and/or RE number,,,,1295000.0,665000.0,190000.0,190000.0,2021
2,Yes,USD,31-35,Married,,,For myself,,,,Healthcare,Self-employed,Professional (licensed / certificated),RN,Own,51-60,Yes,,,No,5000000.0,3.0,150000.0,120000.0,FI,Partially,46-50,Increased my FI and/or RE number,2000000.0,,,2700000.0,0.0,0.0,0.0,2021
1,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,,,,,Rent,61-70,No,2000000.0,18.0,,2000000.0,2.0,12600.0,42000.0,FI,Undecided,36-40,No change,,,,353627.0,3988.0,133326.0,131792.0,2021
2,Yes,USD,26-30,"In a relationship, but not married",,,For an organization,,,,Professional & Business Services,Private corporation,Consultant,Lawyer,Rent,141-150,No,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2021
2,No,AUD,41-45,Married,3.0,0.0,For an organization,,,,Energy,Public corporation,Program staff,data analyst,Own,71-80,No,2252252.2522522523,40.0,,2252252.2522522523,2.2,26276.276276276276,75075.07507507507,FI,Yes,51-55,No change,,,,2224601.351351351,718705.7057057057,292342.3423423423,292342.3423423423,2021
